,Bird,UUID,Age,Type,Sex,Recording,Channel,Cluster,Location,Hemisphere,Lateral,Depth,SocialGroup
407,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,24,4,CM,R,1609.0,-2105.0,180B
408,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,25,13,CM,R,1609.0,-2105.0,180B
409,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,3,40,CM,R,1609.0,-2105.0,180B
410,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,8,52,CM,R,1609.0,-2105.0,180B
411,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,10,47,NCM,R,1609.0,-3954.0,180B
412,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,11,34,NCM,R,1609.0,-3954.0,180B
413,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,11,35,NCM,R,1609.0,-3954.0,180B
414,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,13,59,NCM,R,1609.0,-3954.0,180B
415,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,13,60,NCM,R,1609.0,-3954.0,180B
416,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,14,31,NCM,R,1609.0,-3954.0,180B
417,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,16,27,NCM,R,1609.0,-3954.0,180B
418,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,19,4,NCM,R,1609.0,-3954.0,180B
419,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,22,15,NCM,R,1609.0,-3954.0,180B
420,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,2,53,NCM,R,1609.0,-3954.0,180B
421,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,4,30,NCM,R,1609.0,-3954.0,180B
422,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,6,42,NCM,R,1609.0,-3954.0,180B
423,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,6,43,NCM,R,1609.0,-3954.0,180B
424,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r2,6,44,NCM,R,1609.0,-3954.0,180B
